,date,review,rating,isEdited,userName,title,developerResponse
2536,2019-08-03 04:08:28,App rất hữu ích,5,False,Lai_Bâng,Tốt,
2537,2019-08-03 04:06:29,App rất hữu ochs,5,False,Didkdldodp,Rất tốt,
2538,2019-08-03 04:06:10,App rất hữu ích,5,False,Đan Trang,Rất tốt,
2539,2019-08-03 03:55:40,Ứng dụng này rất hữu ích !,5,False,Titi 163119960,Tốt,
2540,2019-08-03 03:44:05,App rất hữu ích,5,False,dhdjfjdjdbahajcjcncj,Rất tốt,
2541,2019-08-03 03:38:09,App này rất hữu ích,5,False,úthuyền,Rất tốt,
2542,2019-08-03 03:34:35,App rất là tốt,5,False,emcantat,Rất tốt !,
2543,2019-08-03 03:00:58,App này dùng tốt,5,False,nấm1010,Tốt,
2544,2019-08-03 03:00:08,App rất hữu ích!,5,False,Trần Hữu Phú,Rất tốt!,
2545,2019-08-03 02:55:41,Rất hay hữu íck,5,False,Dell0088,App tốt,
2546,2019-08-03 02:43:30,Rất tốt,5,False,nguyễn ngọc trừng giang,App,
2547,2019-08-03 02:43:08,App hay quá,5,False,Võ Nguyên Huy Vũ,Hay,
2548,2019-08-03 02:40:56,App rất hữu ích,5,False,hoangbay@,Rất tốt,
2549,2019-08-03 02:39:27,Quá hay!!!,5,False,hdudufudieii,Hay,
2550,2019-08-03 02:37:38,"Rất tốt , rất hữu ích",5,False,phương nhỏ ngốc,Phuong,
2551,2019-08-03 02:31:42,App rất hữu dụng!,5,False,long230893,Rất tốt,
2552,2019-08-03 02:28:42,Ứng dụng này rất tốt,5,False,Trần anh quang,Làm theo VN ngày nay,
2553,2019-08-03 02:24:12,Rất hữu ích,5,False,ACKay 007,App rất tốt,
2554,2019-08-03 02:22:56,Áp Hữu dụng,5,False,Thao_min,Rất tốt!,
2555,2019-08-03 02:20:34,App này rất tiện dụng,5,False,socolals69,Tốt,
2556,2019-08-03 02:18:55,Ứng dụng rất hữu ích,5,False,hue908,Ứng dụng rất tốt,
2557,2019-08-03 02:07:20,Ứng dụng rất tốt,5,False,lolozozoz,Cảm ơn,
2558,2019-08-03 02:06:47,Ứng dụng hữu ích,5,False,ẹdufn,Rất tốt,
2559,2019-08-03 02:01:10,Rất hữu ích,5,False,drvanessa,Rất tốt,
2560,2019-08-03 01:55:11,Rất là tốt,5,False,ehhegsgxh ck,Hay,
2561,2019-08-03 01:50:28,App rất hữu ích,5,False,kinzin2zz,Rất tối,
2562,2019-08-03 01:46:26,- app rất tốt,5,False,LinhGold20,.LinhGold,
2563,2019-08-03 01:26:50,App rất hữu ích!,5,False,211010,Rất tốt!,
2564,2019-08-03 01:19:38,hay và nhiều tính năng,5,False,tuấn tử tế nhị,app hữu dụng,
2565,2019-08-03 01:14:21,App rất hữu ích,5,False,"1234567890-/:;()&&"""".,?!'",Rất tốt,
2566,2019-08-03 01:04:27,Rất tốt,5,False,Hằng Thuý,Hằng thuý,
2567,2019-08-03 01:11:14,App rất hữu ích,4,False,taidbsmsgwv,Rất tốt,
2568,2019-08-03 01:02:48,app rát hữu ích,5,False,bunyolam,app rất hữu ích,
2569,2019-08-03 01:01:38,Quá tốt,5,False,OMG.Tài,Rất tốt,
2570,2019-08-03 00:53:49,"App này rất hữu ích, dùng rất ok, sẽ giới thiệu thêm bạn cài đặt",5,False,phuong982001,Rất tốt !,
2571,2019-08-03 00:44:54,App rất hữu ích,5,False,Đạt daz,Tốt,
2572,2019-08-03 00:43:58,Tốt như mong đợi,5,False,Thien Kem,App thực sự rất có ích,
2573,2019-08-03 00:36:29,Rất tốt,5,False,Hungrom,Rất tốt,
2574,2019-08-03 00:35:55,Rat tot,5,False,tjhgdhjjhftfrtttt,Tot,
2575,2019-08-03 00:26:35,App rất hưu ích!,5,False,brain dog man,Rất tốt!,
2576,2019-08-03 00:20:42,Phần mền rất hữu ích,5,False,mtp lq nhưa loz,Hậu dz,
2577,2019-08-03 00:20:36,Ứng dụng rất hay,5,False,tung159,Rất tốt,
2578,2019-08-03 00:18:21,Ứng dụng rất tốt,5,False,minajbs z,Tp bank,
2579,2019-08-03 00:16:15,Ứng dụng này rất tốt,5,False,ngungodesign,Tốt,
2580,2019-08-03 00:14:53,Rất hữu ích,5,False,errol duks,Rất tốt,
2581,2019-08-02 23:50:33,Ok,5,False,binh quang,Chọn,
2582,2019-08-02 23:58:08,App hữu ích,3,False,lương hí hí hí,Rất tốt,
2583,2019-08-02 23:10:58,App rất hữu ich!,5,False,Đỗ Cảnh,Rất tốt,
2584,2019-08-02 23:06:16,Ứng dụng rất hay,5,False,Vinhdeptrai427,Hay,
2585,2019-08-02 22:34:16,Ứng dụng này rất hữu ích,5,False,kian1102,Quá tuyệt,
2586,2019-08-02 22:22:10,App rất hữu ích,5,False,hoaianh296,Rất tốt,
2587,2019-08-02 22:25:52,Dùng rất ok,2,False,nhàn ruby,Rất tốt,
2588,2019-08-02 21:25:59,Ứng dụng hữu ích,5,False,linhpk7,Rất tốt,
2589,2019-08-02 21:24:12,App rất hữu ích!,5,False,nananhibi,Rất tốt!,
2590,2019-08-02 21:18:12,hay,5,False,yeua8,rat,
2591,2019-08-02 21:14:26,App hay và có ích,5,False,muốn đz,Ứng dụng này rất tốt,
2592,2019-08-02 21:03:12,Add rất hữu ích!,5,False,manhkhue287,Rất tốt!,
2593,2019-08-02 20:37:13,Ứng dụng này rất tốt,5,False,Bbe0,Rất hay,
2594,2019-08-02 20:12:57,tôi thich nó,5,False,Trần Đình Giỏi,rất tốt,
2595,2019-08-02 19:58:41,App rất hữu dụng,5,False,tuán bùng,Tốt,
2596,2019-08-02 18:45:42,Appp rất hữu ích,5,False,dương phúc mạnh,Rất hay,
2597,2019-08-02 18:16:54,Ứng dụng rất hữu ích,5,False,ảyggguj,Rất tuyệt,
2598,2019-08-02 18:15:39,App rất hữu ích,5,False,powpow89,Rất tốt,
2599,2019-08-02 18:14:21,Ứng dụng này rất hay và hữu ích,5,False,0986719354,Rất tốt,
2600,2019-08-02 18:02:34,Good,5,False,Đức Hư,Tốt,
2601,2019-08-02 18:13:59,Hay lam,4,False,niluxury,Tot,
2602,2019-08-02 17:50:41,App rất hữu ích,5,False,cvmxgjk,Rất tốt,
2603,2019-08-02 17:47:27,Tốt ứng dụng này rất tốt,5,False,thuy@₫,Tốt,
2604,2019-08-02 17:06:40,App rất hữu ít,5,False,man mai,Tốt,
2605,2019-08-02 16:58:29,App sử dụng rất tốt và tiện lợi,5,False,hieulanndjjđ,Rất tốt,
2606,2019-08-02 16:47:34,tốt,5,False,út cậu 123,ok,
2607,2019-08-02 16:46:19,Ứng dụng này rất tốt.,5,False,quỳnh97,Tốt,
2608,2019-08-02 16:42:56,Ứng dụng hay lắm,5,False,hằng đen,Tốt,
2609,2019-08-02 16:42:22,Ok Hỗ trợ tốt,5,False,bilikeuou,App Tốt,
2610,2019-08-02 16:33:12,App rất hữu ích !,5,False,piiboe2004,Rất tốt !,
2611,2019-08-02 16:24:42,App rất tốt và hữu dụng cho tôi,5,False,bichngoc1983,Rất tốt,
2612,2019-08-02 16:22:24,rất hữu ích,5,False,qthu264,rất tốt,
2613,2019-08-02 16:18:59,có ích cho xã hôi,5,False,ỳuj,tốt,
2614,2019-08-02 16:11:03,Ung dung nay rat tot,5,False,Dkskeksjsbdb,14249092,
2615,2019-08-02 16:08:57,Hhh,5,False,hkkmbvdwrujj,Bh,
2616,2019-08-02 16:02:05,App rất hữu dụng,5,False,cưcjqockvkd,Rất tốt,
2617,2019-08-02 16:01:40,App rất hữu dụng!,5,False,Hàn04,Rất tốt!,
2618,2019-08-02 15:58:12,hài lòng,5,False,lielieu,ứng dụng hay,
2619,2019-08-02 15:57:59,App rất hữu ích,5,False,hoa han 12346,Rất tốt,
2620,2019-08-02 15:44:58,Ứng dụng này rất hữu ích,5,False,kiem tien online ID_ATWBK,App tốt,
2621,2019-08-02 15:40:11,App hữu ích,5,False,hđbhdb,Rất tốt,
2622,2019-08-02 15:39:50,Ứng dụng này rất hay,5,False,trungthiên,Rất hay,
2623,2019-08-02 15:36:03,Ứng dụng này rất tốt,5,False,missu2205,Ứng dụng này rất tốt,
2624,2019-08-02 15:35:29,Ứng dụng rất tốt,5,False,bbchxydi,Trung,
2625,2019-08-02 15:34:01,Ứng dụng này rất tốt,5,False,diemni,Tp bank,
2626,2019-08-02 15:30:18,Ứng dụng này rất tốt,5,False,Trinh241,rất tốt,
2627,2019-08-02 15:24:56,Ủng dụng này rất tốt,5,False,daiquangdaile,Rất tốt,
2628,2019-08-02 15:21:12,app rất hữu ích!,5,False,tam thất bảo,rất tốt!,
2629,2019-08-02 15:19:05,Ứng dụng tốt cho 5 sao mọi người nên sử dụng,5,False,vua công nghệ,Rất tốt,
2630,2019-08-02 15:18:53,Rất hữu ích,5,False,cung thiên bình,Nhận xét,
2631,2019-08-02 15:16:27,App rất tiện ích,5,False,nhà tài chợ,Rất hay,
2632,2019-08-02 15:11:22,Ứng dụng rất hữu ích mong mọi người ủng hộ,5,False,duykoten,Ứng dụng tốt,
2633,2019-08-02 15:10:32,App rất hữu ích,5,False,Nguyễn Văn Bình Minh,Rất tốt,
2634,2019-08-02 15:07:24,app rất hữu ích,5,False,agjfbifi,rất tốt,
2635,2019-08-02 15:00:13,rất hay,5,False,vuthangqn,hay,
2636,2019-08-02 14:59:04,Ứng dụng này rất tốt,5,False,Vy Phúcc,Hay,
2637,2019-08-02 14:53:33,rất hữu ích,5,False,trời hi,App hay,
2638,2019-08-02 14:47:22,Tuyệt vời,5,False,KDNGamer,Hay,
2639,2019-08-02 14:44:02,App hữu ích,5,False,Giang giang 123,Good,
2640,2019-08-02 14:42:47,Ứng dụng hữu ích,5,False,quynh bự,App rất tốt,
2641,2019-08-02 14:38:59,Ứng dụng nà rất tốt,5,False,nguyễn duy lươn,Ứng dụng nà rất tốt,
2642,2019-08-02 14:18:40,ứng dụng rất tốt,5,False,etco9081,rất mượt mà,
2643,2019-08-02 13:50:12,Cái app rất hữu ích,5,False,nhanh lee,Rất tốt,
2644,2019-08-02 13:48:49,Áp hữu ích,5,False,cheng_ciu,Tốt,
2645,2019-08-02 13:46:21,App này rất hữu ích,5,False,giang đzzz,Rất tốt,
2646,2019-08-02 13:27:00,5 sao cho nhà phát hành,5,False,Trần Văn Thạo,App hay hữu ích,
2647,2019-08-02 13:25:00,App rất hay và cực kì hữu ích,5,False,Bigbalbol,App hay,
2648,2019-08-02 13:23:09,Ứng dụng này rất tốt,5,False,Thiện Đan phượng,Nói về ứng dụng này,
2649,2019-08-02 13:21:31,App rất hữu ích,5,False,jankutuan,Rất tốt,
2650,2019-08-02 13:12:23,Rất tốt,5,False,Augustaaa17,Ok,
2651,2019-08-02 13:06:39,App rất hữu ích!,5,False,ạkakaksdue,Rất tốt!,
2652,2019-08-02 13:00:38,Áp này rất í nghĩa,5,False,đàm văn đại,Rất tốt,
2653,2019-08-02 12:45:37,App rất hay và hữu ích cho việc quản lí tài chính,5,False,972005,App này rất hữu ích vs tôi nó giúp tôi quản lí tài chính từ xa tốt,
2654,2019-08-02 12:44:37,Ứng dụng này rất tốt,5,False,TâyTiTan,Rất tốt,
2655,2019-08-02 12:39:52,App rất hữu ích !,5,False,vuongcu,Rất tốt!,
2656,2019-08-02 12:36:55,Cảm ơn nhà sản xuất đã cho ra ứng dụng này,5,False,bằ,"Cái này rất hay , tôi rất vui khi bk đến ứng dụng này",
2657,2019-08-02 12:30:27,Ứng dụng tốt,5,False,d26112002,Tp bank,
2658,2019-08-02 12:25:00,App sử dụng hữu ích,5,False,linhlam98,Tốt,
2659,2019-08-02 12:17:32,App rất hữu ích,5,False,tuấn tèo83,Rất tốt,
2660,2019-08-02 12:12:59,Ứng dụng dùng rất tốt,5,False,àvdghvgkfg,Ứng dụng tốt mọi người nên tải nhé,
2661,2019-08-02 12:12:53,App rất hữu ích,5,False,Giahuydepzai,Tp bank,
2662,2019-08-02 12:06:19,Ứng dụng rất tốt!,5,False,zDu0nG2903z,Nice!!,
2663,2019-08-02 12:05:39,add rât hưu ich,5,False,thiêu long,rât tôt,
2664,2019-08-02 12:03:53,Ứng dụng này rất hữu ich,5,False,bekilin,Nhận xét,
2665,2019-08-02 11:35:57,Ứng dụng rất tốt tiện lợi cho người dùng,5,False,nguyentri10081995,Ứng dụng rất tốt,
2666,2019-08-02 11:33:41,Áp rất hữu dụng,5,False,KhangTraan,Rất tốt,
2667,2019-08-02 11:33:07,App rất hữu dụng,5,False,tng2504,Good,
2668,2019-08-02 11:24:07,Rất hữu ích,5,False,hổng có biệt danh,App tốt,
2669,2019-08-02 11:06:23,ứng dụng rất tốt,5,False,motconvit007,rất tốt,
2670,2019-08-02 11:13:12,Rất tốt,4,False,chuchuditme,Hay,
2671,2019-08-02 11:00:52,App rất hữu ích,5,False,pvq2000,Rất tối,
2672,2019-08-02 10:46:11,Rất hữu ích,5,False,thinhe,Rất tốt,
2673,2019-08-02 10:38:42,Rất tốt,5,False,thfjkfh,Hay,
2674,2019-08-02 10:31:58,Ap rất tốt,5,False,thaimeo97,Rất tốt,
2675,2019-08-02 10:30:06,App này rất hữu ích,5,False,tú anh 1909,Rất tốt,
2676,2019-08-02 10:14:00,Hữu dụng,5,False,ccccjvjjj,Hay,
2677,2019-08-02 10:03:52,app rất hữu ích,5,False,kiem tien online ID_ANRYI,Rất tốt,
2678,2019-08-02 09:54:18,App rất hữu ích,5,False,abc hang,Rất tốt,
2679,2019-08-02 09:52:13,App rất tốt,5,False,Maihung1,Tốt,
2680,2019-08-02 09:47:59,App rất có ích,5,False,bao tiny moba,Tốt,
2681,2019-08-02 09:43:40,App rất hữu dụng,5,False,lêmo,Tốt,
2682,2019-08-02 09:38:35,App rất hữu ích.,5,False,hèunfnejdijd,Rất tốt.,
2683,2019-08-02 09:37:49,Tuyệt vời,5,False,Nam Phổ Yên,Ứng dụng dùng tốt quá,
2684,2019-08-02 09:35:54,Ứng dụng này rất tốt. Đăng lên và chụp lại màn hình đó.,5,False,đông Ok,Dong hih,
2685,2019-08-02 09:34:02,app này rất tiện ích,5,False,bui như ý,rốt tốt,
2686,2019-08-02 09:33:09,App này rất hữu ích,5,False,Heomoi1993,Rất tốt,
2687,2019-08-02 09:30:25,App rất hữu ích!,5,False,như conca,Rất tốt!,
2688,2019-08-02 09:21:57,Rất tốt,5,False,mạnh ❤️ thảo,Good,
2689,2019-08-02 09:14:03,App rất hữu ích,5,False,thinhmaplu,Tốt quá đi,
2690,2019-08-02 09:02:19,app rất hữu ích,5,False,đffggggh,rất tốt,
2691,2019-08-02 09:01:06,App rất hữu dụng,5,False,jfkiemtjen,Đánh giá,
2692,2019-08-02 08:47:50,App rất hữu ích,5,False,Tramg,Hay,
2693,2019-08-02 08:46:36,App rất tiện lợi sử dụng rất tốt,5,False,le phuobgkim,Rất tốt,
2694,2019-08-02 08:44:38,Ứng dụng này rất hữu ích!,5,False,Bun1402,Rất Tốt!,
2695,2019-08-02 08:19:54,App rất hữu ích!,5,False,hhfsfshdddd,Rất tốt,
2696,2019-08-02 08:29:11,App rất hữu ích,4,False,Binpubg,Rất tốt,
2697,2019-08-02 08:18:35,App rất hữu ích,5,False,jejsjsksjskskks,Rất tốt,
2698,2019-08-02 08:06:17,App rất tốt,5,False,su su 2101,Rất tốt,
2699,2019-08-02 07:59:29,App rất hưu ích,5,False,alajsjdjjx,Rất tốt!,
2700,2019-08-02 07:58:52,App rất hữu ích,5,False,gaunha,Tuyệt.,
2701,2019-08-02 07:55:12,ứng dụng này dùng rất tốt,5,False,abu dory,app hữu dụng,
2702,2019-08-02 07:50:37,App hữu ích nha,5,False,hahhdjnsb,Tụccc,
2703,2019-08-02 07:49:17,Tôi rất thích ứng dụng này,5,False,gjjfjctt,Ứng dụng rất hay,
2704,2019-08-02 07:47:34,Ứng dụng rất hữu ích.,5,False,minhhien03,Rất tốt!,
2705,2019-08-02 07:39:14,Ứng dụng này rất tốt,5,False,tienhoahong,Khá là tốt,
2706,2019-08-02 07:34:40,Ứng dụng rất hữu ích,5,False,nđhdjcbcbc,0766602721,
2707,2019-08-02 07:21:26,Ứng dụng rất ok,5,False,111HKN111,Rất tốt,
2708,2019-08-02 07:16:52,Ung dụng này rất tôt,5,False,sjkawnnnsns,.,
2709,2019-08-02 07:10:14,Ứng dụng này rất tốt,5,False,hihiiihiii,Rất tốt,
2710,2019-08-02 07:01:12,Tốt,5,False,thinhjjj,Tốt,
2711,2019-08-02 06:52:55,Rất hay,5,False,Đức 63,Hay,
2712,2019-08-02 06:51:44,App rất hữu ích!,5,False,vipls1,Rất tốt!,
2713,2019-08-02 06:48:02,App tp bank hữu ích . Dễ sd,5,False,menchonngungoc,Tốt,
2714,2019-08-02 06:39:22,Ứng dụng rất là hay và very good,5,False,kirito9087,Ứng dụng rất tuyệt,
2715,2019-08-02 06:32:58,App rất hữu ích!,5,False,thống sư,Rất tốt!,
2716,2019-08-02 06:32:19,Ứng dụng rất tốt,5,False,thinh@@,Tp,
2717,2019-08-02 06:31:55,Tuyệt vời,5,False,Abj.nvat,Ứng dụng hữu ích,
2718,2019-08-02 06:28:28,Ứng dụng này rất tốt,5,False,nhunnhun7447,Ngon,
2719,2019-08-02 06:26:10,Ứng dụng rất hữu ích,5,False,summedlove,Tốt,
2720,2019-08-02 06:26:06,App rất hữu ích!,5,False,dhbghnvxd,Rất tốt,
2721,2019-08-02 06:24:07,ápp rất hữu ích,5,False,Nguyễn dũng đạt 1712,Rất tốt!,
2722,2019-08-02 06:22:57,Ứng dụng hữu ích,5,False,ggjiig,Ứng dụng tốt,
2723,2019-08-02 06:15:46,App rất hữu ích,5,False,lsjdnnd,Rất tốt,
2724,2019-08-02 06:15:43,"App rất hữu ích
 Cảm ơn nhà phát triền",5,False,Vương alex,Tks,
2725,2019-08-02 06:11:34,"app rất hữu ích, rất tốt, very good!",5,False,Ngọc Ứng dụng này rất tốt.,app rất tốt,
2726,2019-08-02 06:09:48,App rất hữu ích,5,False,đưijwjckco,Rất tốt,
2727,2019-08-02 06:07:50,Vai,5,False,PECXA,Hay,
2728,2019-08-02 06:06:45,Dùng rất ok,5,False,viên ve,Ứng dụng rất tốt,
2729,2019-08-02 06:06:28,App rất hữu ích,5,False,huhuhuhikaka,Khang,
2730,2019-08-02 06:06:00,App rất hữu dụng,5,False,11082004,Tốt,
2731,2019-08-02 06:05:34,Tốt,5,False,ay chkjfhdf,Tốt,
2732,2019-08-02 06:04:45,App rất hữu ích,5,False,dienthoaithuonghieu,Rất tốt,
2733,2019-08-02 06:04:12,App rất hữu ích,5,False,TranDanTienTriVuTru,Rất tốt,
2734,2019-08-02 06:04:00,App rất hữu ích!,5,False,hà jdhd,Rất hay,
2735,2019-08-02 06:03:05,Ứng dụng này rất tốt,5,False,âjja,Hay,
2736,2019-08-02 06:01:57,app rất hữu dụng,5,False,vinh204,....,
2737,2019-08-02 05:55:24,Ứng dụng này rất tốt,5,False,vitngongungoc134,Ứng dụng này rất tốt,
2738,2019-08-02 05:54:44,App rất hữu ích,5,False,bacbay,Rất tốt,
2739,2019-08-02 05:51:27,rất hữu ích,5,False,rtsuhs,Rất tốt,
2740,2019-08-02 05:47:58,App rất tốt,5,False,kjhhui,Tốt,
2741,2019-08-02 05:47:23,App rất hữu ích,5,False,bsbdf dhvc,App tốt,
2742,2019-08-02 05:46:22,App rất hữu ích!,5,False,MrA1101,Rất tốt!,
2743,2019-08-02 05:46:00,App hữu dụng.,5,False,nga145f,Rất tốt!,
2744,2019-08-02 05:42:26,Hay,5,False,Tuan1608,Hya,
2745,2019-08-02 05:37:09,App rất hữu ích,5,False,kiem tien online ID_AIOGH,Rất tốt,
2746,2019-08-02 05:35:21,Hay,5,False,hiiohii,Hay,
2747,2019-08-02 05:28:05,Rất hữu ích,5,False,chichidg,Tốt!,
2748,2019-08-02 05:27:56,App rất tốt,5,False,qsdffss,Tốt,
2749,2019-08-02 05:27:31,Ứng dụng rất tốt,5,False,P@@12,Rất tốt,
2750,2019-08-02 05:27:23,App rất hữu ích!,5,False,phongdhh,Rất tốt,
2751,2019-08-02 05:27:10,Good,5,False,hiển thị bên,#hius,
2752,2019-08-02 05:26:56,App rất tốt,5,False,Nono sơn gà,App rất tốt,
2753,2019-08-02 05:26:09,App rất hữu ích !,5,False,manh160603,Rất tốt!,
2754,2019-08-02 05:24:36,Ứng dụng này rất tốt,5,False,..)(;:/-,Rất tốt,
2755,2019-08-02 05:20:57,App rất hữu ích!,5,False,KHC2000,Rất tốt!,
2756,2019-08-02 05:19:41,App rất hữu dụng,5,False,cuteavocado,Hài lòng,
2757,2019-08-02 05:19:02,App thông dụng,5,False,nguoi ay la ai,Tốt,
2758,2019-08-02 05:15:01,App hữu ích!,5,False,maingoc137,Rất tốt!,
2759,2019-08-02 05:11:54,Ứng dụng rất tốt và hữu ích,5,False,hiếu bonnie,Rất tốt,
2760,2019-08-02 05:08:44,App hữu dụng,5,False,admin báo hay 24h,Rất tốt,
2761,2019-08-02 05:06:16,Ứng dụng rất hay,5,False,cố gắng vươn lên,Ca ngợi,
2762,2019-08-02 05:02:44,App rất hữu dụng và bổ ích,5,False,Đỗ Viết Thắng,App rất hay,
2763,2019-08-02 04:57:27,Rất hữu ích,5,False,dolk dao,Ứng dụng tốt,
2764,2019-08-02 04:55:46,Ứng dụng này quá tuyệt vời cho luôn 5 sao,5,False,Kiệm Kòi,Ứng dụng hay,
2765,2019-08-02 04:55:35,App rất hữu ích,5,False,nhiều béo,Rất tốt,
2766,2019-08-02 04:55:12,app xài rất tốt và hữu ích,5,False,Thuý Mơ,Good,
2767,2019-08-02 04:52:53,Ứng dụng này rất tốt,5,False,ngocmiuuu,Hay,
2768,2019-08-02 04:50:21,App rất hữu ích,5,False,n duc trung,Rất Tốt,
2769,2019-08-02 04:45:30,App rất hữu ích,5,False,phiên bản mới đã ra 1.6.8,Rất rốt,
2770,2019-08-02 04:44:42,Áp rất hữu ích,5,False,zin00000,Rất tốt,
2771,2019-08-02 04:44:08,Ứng dụng này rất tốt!,5,False,Cnanhh,5 sao,
2772,2019-08-02 04:43:44,Rất hay và rất ổn,5,False,LolSlow,TP Bank,
2773,2019-08-02 04:43:12,App rất hữu ích,5,False,DNKVn69,Rất Tốt !!,
2774,2019-08-02 04:39:32,Rất tốt,5,False,combanh,Tpbanh,
2775,2019-08-02 04:37:14,Ứng dụng rất tốt,5,False,ThanhDung14,Rất hay,
2776,2019-08-02 04:35:54,app rất tốt,5,False,guayeid,Rất tốt,
2777,2019-08-02 04:35:07,Tốt,5,False,imbeethoven0013,Rất hữu dụng,
2778,2019-08-02 04:35:33,Ứng dụng này rất tốt,3,False,Chuthitho,Tốt,
2779,2019-08-02 04:32:06,Nên phát triển thêm,5,False,sói tika,App hay,
2780,2019-08-02 04:28:57,Hay,5,False,diepkave,Rất h Rất hữu ích,
2781,2019-08-02 04:28:40,App rất hữu ích,5,False,menle110,Rất tốt,
2782,2019-08-02 04:24:49,Rất tốt,5,False,Ngô thị huyền trang,Rất tốt,
2783,2019-08-02 04:19:07,Ứng dụng này rất tốt,5,False,tunglete1006,Rất tốt,
2784,2019-08-02 04:16:26,Ứng dụng rất hữu dụng,5,False,Cáu vcl ra,Rất tốt,
2785,2019-08-02 04:16:01,rất hữu ích,5,False,nga ngố 1993,rất hữu ích,
2786,2019-08-02 04:15:39,Ứng dung này rất tốt,5,False,tin ng vcl,Rất hay,
2787,2019-08-02 04:14:19,App rất tốt,5,False,Thèm hành,Rất tốt,
2788,2019-08-02 04:13:34,app rất hữu ích,5,False,sinn chi,rất tốt,
2789,2019-08-02 04:13:01,Tốt,5,False,tgdwgwvu,Quá hay,
2790,2019-08-02 04:12:16,App rất hữu ích,5,False,haico79,Rất tốt,
2791,2019-08-02 04:10:27,Ứng dụng này rất tốt,5,False,Như1905,Đánh giá,
2792,2019-08-02 04:06:38,Ứng dụng này rất hữu ích,5,False,Nguyễn Đức 16,Rất tốt,
2793,2019-08-02 04:05:47,App rất tốt,5,False,Duy 1806,Rất tốt,
2794,2019-08-02 04:05:00,App rất hữu ích,5,False,hong.ngaan,Tốt,
2795,2019-08-02 04:03:44,Rất rất tốt,5,False,Âjhsjkskd,Tốt,
2796,2019-08-02 04:00:11,App rất hữu ích,5,False,mẹcnocs,Rất tốt,
2797,2019-08-02 03:58:46,Ứng dụng này rất tốt,5,False,hạhajha,Rất tốt,
2798,2019-08-02 03:58:26,App rất hữu ích,5,False,khotra4444,Rất tốt,
2799,2019-08-02 03:58:15,app rất tốt và tiện ích,5,False,GG•Vlog,khen app,
2800,2019-08-02 03:55:43,Ứng dụng rất hay,5,False,được plus,Rất tốt,
2801,2019-08-02 03:55:18,App Rất Hữu Ích,5,False,Lợn Như Heo,Rất Tốt,
2802,2019-08-02 03:50:47,App rất hữu ích,5,False,dunglinhjkl,Rất tốt,
2803,2019-08-02 03:48:53,Tốt rất hữu ích,5,False,ttd1709,Duyên,
2804,2019-08-02 03:47:01,rất tốt,5,False,phamanhngoc,dánh giá,
2805,2019-08-02 03:32:57,App rất hữu ích!,5,False,Quyen_libra,Rất tốt!,
2806,2019-08-02 03:46:30,Tốt,4,False,monghuyen,Rất Tốt,
2807,2019-08-02 03:32:38,App rat huu ich,5,False,baokumo,Rat hay,
2808,2019-08-02 03:28:32,Dùng tốt,5,False,okhayquadi,Hữu ích,
2809,2019-08-02 03:24:44,Ứng dụng tuyệt vời,5,False,sangvp18,Sang,
2810,2019-08-02 03:22:46,App rất hữu ích !!,5,False,không cần biết a,Rất tốt,
2811,2019-08-02 03:22:19,App hữu ích,5,False,gon trick,Rất tốt,
2812,2019-08-02 03:19:52,Ứng dụng rất hữu ích,5,False,Trương Hoàng 4482,Nhận xét ứng dụng,
2813,2019-08-02 03:19:13,Appp rất hữu ít,5,False,huyentran2609,Tốt,
2814,2019-08-02 03:19:07,App rất hữu dụng,5,False,minhhoa9x,Tốt,
2815,2019-08-02 03:18:06,Ứng dụng rất tốt và có ích,5,False,skillmuadong123,Tốt,
2816,2019-08-02 03:10:40,Ứng dụng rất hữu ích,5,False,tiến_hà,Vote,
2817,2019-08-02 03:08:48,App hữu ích,5,False,ngô bá lhas,Tốt,
2818,2019-08-02 03:08:14,App rất hữu ích!,5,False,Còi Enzi,Rất tốt!,
2819,2019-08-02 03:07:07,Ứng dụng này rất tốt,5,False,Hanhxinhh,Nhận xét,
2820,2019-08-02 03:06:11,App rất hữu ích,5,False,từ hdgny,Rất hay,
2821,2019-08-02 03:03:37,Rất tốt,5,False,lâu quâ,Ok,
2822,2019-08-02 03:03:24,App rất hữu ích!,5,False,Fhdnfh,Rất tốt!,
2823,2019-08-02 03:01:07,Hay dễ làm quen sử dụng,5,False,Trần Văn Tiệp,App rất tốt,
2824,2019-08-02 03:00:39,Ứng dụng rất hữu ích,5,False,Ạow,Rất tốt,
2825,2019-08-02 02:59:36,Bổ ích,5,False,Tên tui đâu,Rất tiện lợi,
2826,2019-08-02 02:58:55,Hay,5,False,ngoc12344660,Hay app rất hữu ích,
2827,2019-08-02 02:58:39,Ứng dụng hay,5,False,quỳnh lyy,Rất hay,
2828,2019-08-02 02:57:37,App rất hữu ích!,5,False,nguyenthuha99,App,
2829,2019-08-02 02:57:20,Hữu dụng,5,False,[KT] •✿OneOne,Tốt,
2830,2019-08-02 02:54:55,Ứng dụng rất hữu ích,5,False,an izzi,Tốt,
2831,2019-08-02 02:54:40,Ứng dụng rất tốt và hữu ích,5,False,lịmn,Tốt,
2832,2019-08-02 02:37:25,Ứng dụng này rất tốt rất hài lòng,5,False,Ngôi sao lạc đường,Ứng dụng,
2833,2019-08-02 02:35:57,App rất hữu ích,5,False,phuong luan,Rất tốt,
2834,2019-08-02 02:35:00,App rất hữu ích,5,False,gagavam,Rất tốt,
